sub_sent,class,domain,intent
브랜드는 어디예요,DIGITAL_P브랜드문의,DIGITAL,P
이걸 어떻게 아니,DIGITAL_P채팅,DIGITAL,P
검색이 빠르구나,DIGITAL_GREETINGcheer,DIGITAL,GREETING
ipad 미니,DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadmini,DIGITAL,CATE
카드 할인이 안돼고,DIGITAL_P결제문의,DIGITAL,P
가격대가 얼마나 할까요,DIGITAL_P가격문의,DIGITAL,P
종류가 좀 아쉽,DIGITAL_GREETINGclaim,DIGITAL,GREETING
사진으로 보여주세요,DIGITAL_P사진요청,DIGITAL,P
당신은 누구세요,DIGITAL_GREETINGintro,DIGITAL,GREETING
행복한 하루 보내세요,DIGITAL_GREETINGbye,DIGITAL,GREETING
이건 끝인사야,DIGITAL_P대화종료,DIGITAL,P
ㅠㅠ,DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
한번 더 문의 가능,DIGITAL_P상담요청,DIGITAL,P
전기건조기,"DIGITAL_CATE건조기_FEAT전기식,FAQ_ENTRY전기식건조기",DIGITAL,CATE
친절해요 챗봇,DIGITAL_GREETINGgood,DIGITAL,GREETING
마냥 기다리게하니 좀 그렇네요,DIGITAL_GREETINGwait,DIGITAL,GREETING
소개해 주세요,DIGITAL_P추천,DIGITAL,P
$왜여$,DIGITAL_bypass,DIGITAL,bypass
설치비 얼마에요,DIGITAL_P설치비문의,DIGITAL,P
나저거사고싶엉,DIGITAL_P채팅,DIGITAL,P
힝 진짜,DIGITAL_GREETINGso,DIGITAL,GREETING
새 상담으로,DIGITAL_P새상담,DIGITAL,P
상관없,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$네이노옴$,DIGITAL_slang,DIGITAL,slang
버튼잠금,DIGITAL_FEAT버튼잠금,DIGITAL,FEAT
$계세요$,DIGITAL_GREETINGcall,DIGITAL,GREETING
$내아이디$,DIGITAL_P회원정보문의,DIGITAL,P
티켓 수령방법,DIGITAL_P기타faq문의,DIGITAL,P
넌 여자니,DIGITAL_P채팅,DIGITAL,P
바이러스제거,"DIGITAL_FEAT바이러스제거,FAQ_ENTRY미세먼지제거",DIGITAL,FEAT
쿠폰 주세요,DIGITAL_P쿠폰요청,DIGITAL,P
주소가 위아래 틀리면,DIGITAL_P배송문의,DIGITAL,P
다른거 주세요,DIGITAL_P추가추천,DIGITAL,P
로봇 하는 줄 알고,DIGITAL_P챗봇여부문의,DIGITAL,P
미니 노트북,DIGITAL_CATE노트북_SIZEs,DIGITAL,CATE
공무원복지카드,DIGITAL_P결제문의,DIGITAL,P
상세 설명좀,DIGITAL_P상담요청,DIGITAL,P
할인쿠폰어떻게쓰냐,DIGITAL_P쿠폰적용문의,DIGITAL,P
보다는,DIGITAL_NEG아님,DIGITAL,NEG
산림욕기용,DIGITAL_FEAT산림욕기용,DIGITAL,FEAT
눈이 편한 티비,DIGITAL_CATEtv_FEATlcd,DIGITAL,CATE
시밯놈,DIGITAL_slang,DIGITAL,slang
너 소개부터 해봐,DIGITAL_GREETINGintro,DIGITAL,GREETING
부모님 사 드릴,DIGITAL_FEAT부모님용,DIGITAL,FEAT
다른 것도 알려주셔,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
싸이즈는 상관없습니다,DIGITAL_SIZEall,DIGITAL,SIZE
주문하면 언제와용,DIGITAL_P배송문의,DIGITAL,P
구매하였다가,DIGITAL_P구매완료,DIGITAL,P
쿠폰팩은 어디서 다운,DIGITAL_P쿠폰요청,DIGITAL,P
$쿠폰 받아$,DIGITAL_P쿠폰요청,DIGITAL,P
$컨시님$,DIGITAL_P상담원연결,DIGITAL,P
취소됐는지,DIGITAL_P주문취소,DIGITAL,P
자동차 청소할거요,DIGITAL_CATE청소기_FEAT차량용,DIGITAL,CATE
천천히 확인하겠습니다,DIGITAL_P대화종료,DIGITAL,P
취소 건에 대해서,DIGITAL_P주문취소,DIGITAL,P
따흐흑,DIGITAL_GREETINGsmile,DIGITAL,GREETING
언제 답해주세요,DIGITAL_GREETINGwait,DIGITAL,GREETING
$아까$,DIGITAL_bypass,DIGITAL,bypass
해지요청요,DIGITAL_P기타faq문의,DIGITAL,P
제가 보낸 선물을 받을 수 있나요,DIGITAL_P기타faq문의,DIGITAL,P
엄청 좋다,DIGITAL_GREETINGgood,DIGITAL,GREETING
아기,DIGITAL_FEAT아기,DIGITAL,FEAT
물론 영상도,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
전자기기만 말해,DIGITAL_P상담품목,DIGITAL,P
찾는 제품없음,DIGITAL_bypass,DIGITAL,bypass
반반사,DIGITAL_P채팅,DIGITAL,P
아 그리고요,DIGITAL_bypass,DIGITAL,bypass
멍텅구리야,DIGITAL_slang,DIGITAL,slang
제품 추천 받고 싶은데 운영시간,DIGITAL_P상담시간,DIGITAL,P
$자냐$,DIGITAL_P채팅,DIGITAL,P
오늘 추워요,DIGITAL_P채팅,DIGITAL,P
시그니쳐 올레드,DIGITAL_CATEtv_BRANDlg전자_PRODUCT시그니쳐올레드,DIGITAL,CATE
고장났는데 니가 고쳐,DIGITAL_Pa/s문의,DIGITAL,P
놉드북,DIGITAL_CATE노트북,DIGITAL,CATE
마일리지 있자나,DIGITAL_P적립문의,DIGITAL,P
네오는 누구야,DIGITAL_GREETINGintro,DIGITAL,GREETING
답장이 늦으시네요,DIGITAL_GREETINGwait,DIGITAL,GREETING
개새끼,DIGITAL_slang,DIGITAL,slang
취소 왜 안해,DIGITAL_P주문취소,DIGITAL,P
1번가 사랑해,DIGITAL_GREETINGgood,DIGITAL,GREETING
뎡신,DIGITAL_slang,DIGITAL,slang
vvip존,DIGITAL_P기타faq문의,DIGITAL,P
에너지효율등급 1등급,DIGITAL_FEAT1등급,DIGITAL,FEAT
$왜살아$,DIGITAL_P채팅,DIGITAL,P
$매니저$,DIGITAL_P상담원연결,DIGITAL,P
방문 수거죠,DIGITAL_P폐가전수거,DIGITAL,P
다운로드가 안돼요,DIGITAL_P기타faq문의,DIGITAL,P
배송이 안되고,DIGITAL_P배송문의,DIGITAL,P
이름이 바로에요,DIGITAL_GREETINGname,DIGITAL,GREETING
문의하고 싶습니다,DIGITAL_P상담요청,DIGITAL,P
그럼 어디에 상담,DIGITAL_P기타faq문의,DIGITAL,P
찾고있습니다,DIGITAL_P추천,DIGITAL,P
화가 나는 군요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
오늘의 상품,DIGITAL_P행사문의,DIGITAL,P
환불 안됏어요,DIGITAL_P환불문의,DIGITAL,P
상담사요청,DIGITAL_P상담원연결,DIGITAL,P
맞춰서 배송받으려 하는데,DIGITAL_P배송문의,DIGITAL,P
환불은 어떻게 해요,DIGITAL_P환불문의,DIGITAL,P
구입,DIGITAL_P추천,DIGITAL,P
최고 비싼거,DIGITAL_PRICEl,DIGITAL,PRICE
흥칫뽕,DIGITAL_slang,DIGITAL,slang
$그런것 없어요$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
나한테 맞는 상품,DIGITAL_RECOMproperties,DIGITAL,RECOM
넌 내맘을 몰라,DIGITAL_GREETINGclaim_P채팅,DIGITAL,GREETING
면적 상관없음,DIGITAL_SIZEall,DIGITAL,SIZE
$용도없어$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$기다리고 있겠습니다$,DIGITAL_GREETINGwait,DIGITAL,GREETING
로봇이세요,DIGITAL_P챗봇여부문의,DIGITAL,P
엉망진창이구만,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$오놈$,DIGITAL_bypass,DIGITAL,bypass
상담사와 대화,DIGITAL_P상담원연결,DIGITAL,P
최대한 큰걸로,"DIGITAL_SIZExl,MART_ATTR특대형",DIGITAL,SIZE
//보통 50~60만원대면 되나요,DIGITAL_P가격문의,DIGITAL,P
송장번호가 먼가요,DIGITAL_P배송문의,DIGITAL,P
11번가 제휴카드,DIGITAL_P할인문의,DIGITAL,P
출시일이 언제인가요,DIGITAL_P출시일문의_P상담원연결,DIGITAL,P
가격대 좀 알아볼라고,DIGITAL_P가격문의,DIGITAL,P
ai프로그램,DIGITAL_P챗봇여부문의,DIGITAL,P
$모르겟어요$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
추천해준거 별로던데요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
편의점 배송처리 못하나요,DIGITAL_P배송문의,DIGITAL,P
수욜까지 올까요,DIGITAL_P배송문의,DIGITAL,P
투인원 에어컨,"DIGITAL_CATEaircon_SUBCAT멀티형,FAQ_ENTRY멀티형에어컨",DIGITAL,CATE
$너는 뭐에욘$,DIGITAL_GREETINGintro,DIGITAL,GREETING
씹쌔,DIGITAL_slang,DIGITAL,slang
$짱나$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
담번에또물어볼께요,DIGITAL_P대화종료,DIGITAL,P
약간의 소소한 그래픽과,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
공인인증서로 로그인할 수 있나요,DIGITAL_P본인인증문의,DIGITAL,P
톡메니저는 어떡해 하나,DIGITAL_P상담원연결,DIGITAL,P
너무 비사면 좀 그렇고,DIGITAL_PRICEm,DIGITAL,PRICE
혼자 사는 사람 쓰기 적당,DIGITAL_FEAT소형_VOLUMEs,DIGITAL,FEAT
카드 무이자,DIGITAL_P결제문의,DIGITAL,P
조심하시고 항상 힘찬,DIGITAL_GREETINGsugo,DIGITAL,GREETING
나의 쇼핑 리스트는 어떤 건가요,DIGITAL_P기타faq문의,DIGITAL,P
배송 후 교환요청,DIGITAL_P교환문의,DIGITAL,P
주문한제품이 조회가 안되요,DIGITAL_P기타faq문의,DIGITAL,P
잘 팔리는 걸로,DIGITAL_RECOMpopular,DIGITAL,RECOM
$뽀뽀$,DIGITAL_P채팅,DIGITAL,P
네이버검색시 최저가인지,DIGITAL_PRICExs,DIGITAL,PRICE
스테인레스 저수조,DIGITAL_FEAT스테인리스저수조,DIGITAL,FEAT
택배수거요,DIGITAL_P반품문의,DIGITAL,P
할인 쿠폰이 있는데 안 매겨져요,DIGITAL_P쿠폰적용문의,DIGITAL,P
이름 뭐라고,DIGITAL_GREETINGname,DIGITAL,GREETING
전화하면 되나요 전번주세요,DIGITAL_P전화요청,DIGITAL,P
원하는 상품이 없어,DIGITAL_GREETINGclaim,DIGITAL,GREETING
중고생 쓸건데요,DIGITAL_FEAT학습용,DIGITAL,FEAT
t멤버쉽 해택 상품,DIGITAL_P할인문의,DIGITAL,P
내일 또 봐,DIGITAL_P대화종료,DIGITAL,P
알림 메세지 다시 확인,DIGITAL_P기타faq문의,DIGITAL,P
좃이,DIGITAL_slang,DIGITAL,slang
SK 혜택,DIGITAL_P기타faq문의,DIGITAL,P
제풀이라 똑바로 팔어라,DIGITAL_GREETINGclaim,DIGITAL,GREETING
미니 냉장고,DIGITAL_CATE냉장고_SIZEs,DIGITAL,CATE
운영체제 미포함이어도 상관없,DIGITAL_FEAT운영체제DC,DIGITAL,FEAT
새갸,DIGITAL_slang,DIGITAL,slang
$누구이시나욘$,DIGITAL_GREETINGintro,DIGITAL,GREETING
웃어봐,DIGITAL_P채팅,DIGITAL,P
외산품,DIGITAL_BRAND외제,DIGITAL,BRAND
(달),DIGITAL_IMOTICON(달),DIGITAL,IMOTICON
전화가 없음,DIGITAL_P전화요청,DIGITAL,P
샴송 냉장고,DIGITAL_BRAND삼성전자_CATE냉장고,DIGITAL,BRAND
샀었는데 이력이남았나요,DIGITAL_P기타faq문의,DIGITAL,P
무배가 안되네요,DIGITAL_P배송비문의,DIGITAL,P
십새끼,DIGITAL_slang,DIGITAL,slang
보통 사이즈,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
단골등록 쿠폰이 안 떠요,DIGITAL_P쿠폰적용문의,DIGITAL,P
좆찐,DIGITAL_slang,DIGITAL,slang
//비싼거,DIGITAL_PRICEl,DIGITAL,PRICE
문의드려요,DIGITAL_P상담요청,DIGITAL,P
목요일 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
$잼$,"DIGITAL_CATEN잼,MART_CATE잼",DIGITAL,CATEN
상담사분께서 해주시는군요,DIGITAL_P챗봇여부문의,DIGITAL,P
인기 많은,DIGITAL_RECOMpopular,DIGITAL,RECOM
쿠폰 혜택 등 정보 부탁,DIGITAL_P쿠폰요청,DIGITAL,P
11번가 페이등록,DIGITAL_P결제문의,DIGITAL,P
상품 신고는 안되나요,DIGITAL_P기타faq문의,DIGITAL,P
재품이 안와서요,DIGITAL_P배송문의,DIGITAL,P
차이 없나요,DIGITAL_P차이점,DIGITAL,P
싫어욤,DIGITAL_NEG아님,DIGITAL,NEG
문화상품권 쓰는법,DIGITAL_P결제문의,DIGITAL,P
셀러메뉴는,DIGITAL_P기타faq문의,DIGITAL,P
문의하게되었어요,DIGITAL_P상담요청,DIGITAL,P
아직도 반납안해가나요,DIGITAL_P반품문의,DIGITAL,P
너 봇이야,DIGITAL_GREETINGintro,DIGITAL,GREETING
$아무고너$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
쿠첸미작,DIGITAL_CATE전기밥솥_BRAND리홈_PRODUCT미작,DIGITAL,CATE
찿고싶은 물건이없어,DIGITAL_bypass,DIGITAL,bypass
물품을 받지 못했,DIGITAL_P배송문의,DIGITAL,P
다시 연락드릴게요,DIGITAL_P대화종료,DIGITAL,P
vvip 조건이 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
노라죵,DIGITAL_P채팅,DIGITAL,P
$내 쿠폰$,DIGITAL_P쿠폰요청,DIGITAL,P
공부 더하고 오세요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$빨리 말해$,DIGITAL_P채팅,DIGITAL,P
확인 부탁,DIGITAL_P확인,DIGITAL,P
ㅡ.ㅡ,DIGITAL_GREETINGso,DIGITAL,GREETING
$참고 됩니다$,DIGITAL_GREETINGgood,DIGITAL,GREETING
따로 없습니다,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
아니였스면 하는데,DIGITAL_NEG아님,DIGITAL,NEG
데이터 무료아닌가요,DIGITAL_P기타faq문의,DIGITAL,P
다시 문의 드릴,DIGITAL_P대화종료,DIGITAL,P
$예쁘네$,DIGITAL_P채팅_GREETINGcheer,DIGITAL,P
과거주문내용,DIGITAL_P주문이력확인,DIGITAL,P
$어쩌라고$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
삼국지도요,DIGITAL_FEAT게임용,DIGITAL,FEAT
11페이 등록,DIGITAL_P결제문의,DIGITAL,P
$확인요청드립니다$,DIGITAL_P확인,DIGITAL,P
택배기사님한테 제가 직접연락,DIGITAL_P반품문의,DIGITAL,P
잦같은새야,DIGITAL_slang,DIGITAL,slang
너 남자야 여자야,DIGITAL_GREETINGintro,DIGITAL,GREETING
넌 뭘 할수 있니,DIGITAL_GREETINGintro,DIGITAL,GREETING
쿠폰 어떡게 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
$운송비는$,DIGITAL_P배송비문의,DIGITAL,P
게이밍노트북,DIGITAL_CATE노트북_FEAT게임용,DIGITAL,CATE
$신용카드$,DIGITAL_P결제문의,DIGITAL,P
신경쓸꺼없,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$9시리즈$,DIGITAL_CATE노트북_BRAND삼성전자_PRODUCT노트북9,DIGITAL,CATE
우와 편리하,DIGITAL_GREETINGcheer,DIGITAL,GREETING
최대한 할인해 주세요,DIGITAL_P할인문의,DIGITAL,P
시럽쿠폰번호,DIGITAL_P쿠폰적용문의,DIGITAL,P
$뭐먹지$,DIGITAL_P채팅,DIGITAL,P
배송 설치가 빠른 상품,DIGITAL_P배송문의,DIGITAL,P
내 등급 확인,DIGITAL_P회원정보문의,DIGITAL,P
환불승인,DIGITAL_P환불문의,DIGITAL,P
개구라,DIGITAL_slang,DIGITAL,slang
내맘대로플러스,DIGITAL_P할인문의,DIGITAL,P
지롤,DIGITAL_slang,DIGITAL,slang
캐시로 등록된 돈은 못 쓰나요,DIGITAL_P기타faq문의,DIGITAL,P
$뒤로가기$,DIGITAL_P이전메뉴이동,DIGITAL,P
$품번 적어놨잖아$,DIGITAL_RECOMmodel,DIGITAL,RECOM
$차$,DIGITAL_CATEN차,DIGITAL,CATEN
오늘 주문하면 언제 와요,DIGITAL_P배송일문의,DIGITAL,P
$아 혹시$,DIGITAL_bypass,DIGITAL,bypass
수취 거부부탁하고,DIGITAL_P배송문의,DIGITAL,P
상담원과 직접 대화하는건가요,DIGITAL_P챗봇여부문의,DIGITAL,P
옘빙,DIGITAL_slang,DIGITAL,slang
배송은 어떻게 되는건가요,DIGITAL_P배송문의,DIGITAL,P
vip존,DIGITAL_P기타faq문의,DIGITAL,P
토요일까지 받아야,DIGITAL_P배송일문의,DIGITAL,P
허위과장광고로 신고,DIGITAL_GREETINGclaim,DIGITAL,GREETING
사후관리는완젼꽝이네요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
빠진상품이 있습니,DIGITAL_P배송문의,DIGITAL,P
수리받으려면,DIGITAL_Pa/s문의,DIGITAL,P
가장 많이 구매,DIGITAL_RECOMpopular,DIGITAL,RECOM
제조날짜 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
톡매니저가 뭐죠,DIGITAL_P톡매니저,DIGITAL,P
$불량$,DIGITAL_P교환문의,DIGITAL,P
반품 물건받으셨나요,DIGITAL_P반품문의,DIGITAL,P
$뭐이고$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
사진하고 일러스트 작업,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
쿠폰교체,DIGITAL_P쿠폰적용문의,DIGITAL,P
나중에 알려주세요,DIGITAL_P대화종료,DIGITAL,P
$안해안해$,DIGITAL_P대화종료,DIGITAL,P
이게 최선입니까,DIGITAL_GREETINGclaim,DIGITAL,GREETING
깎아주세요,DIGITAL_P바로할인가,DIGITAL,P
언제쯤이면 받을수 있,DIGITAL_P배송문의,DIGITAL,P
넌몇살이야,DIGITAL_GREETINGintro,DIGITAL,GREETING
이름이 뭐라고,DIGITAL_GREETINGname,DIGITAL,GREETING
개보지,DIGITAL_slang,DIGITAL,slang
브라운시리즈5,DIGITAL_BRAND오랄비_CATE전동칫솔,DIGITAL,BRAND
$살펴볼께요$,DIGITAL_P대화종료,DIGITAL,P
카드 할인이 있나요,DIGITAL_P결제문의,DIGITAL,P
한번 구매해 볼께,DIGITAL_P구매예정,DIGITAL,P
최저가인가요,DIGITAL_P바로할인가,DIGITAL,P
sk맴버쉽 등록,DIGITAL_P기타faq문의,DIGITAL,P
구매자명  바꿔,DIGITAL_P기타faq문의,DIGITAL,P
사귈래,DIGITAL_P채팅,DIGITAL,P
기능 검색이 안 되는구나,DIGITAL_GREETINGclaim,DIGITAL,GREETING
성능문의,DIGITAL_P성능문의,DIGITAL,P
니어머니,DIGITAL_slang,DIGITAL,slang
e12등급,DIGITAL_FEATe12등급,DIGITAL,FEAT
ok캐시백문의,DIGITAL_Pok캐시백문의_P기타faq문의,DIGITAL,P
무엇을 사면 좋을까,DIGITAL_P추천,DIGITAL,P
$도움말 보여주세요$,DIGITAL_P도움말보기,DIGITAL,P
11번가 상담사 채팅,DIGITAL_P상담원연결,DIGITAL,P
주문취소 했는데 쿠폰이 없어졌어요,DIGITAL_P쿠폰적용문의,DIGITAL,P
두툼 사용,DIGITAL_P기타faq문의,DIGITAL,P
상담원좀 연결해주세요,DIGITAL_P상담원연결,DIGITAL,P
내 등급 알려줘,DIGITAL_P회원정보문의,DIGITAL,P
가벼운 게임,DIGITAL_FEAT게임용,DIGITAL,FEAT
//네세,DIGITAL_YESNOyes,DIGITAL,YESNO
반갑구려,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
$빠른 조치 바랍니다$,DIGITAL_bypass,DIGITAL,bypass
$줘$,DIGITAL_bypass,DIGITAL,bypass
$모델번호$,DIGITAL_RECOMmodel,DIGITAL,RECOM
$상품이아니라$,DIGITAL_P기타faq문의,DIGITAL,P
아이템 추가해서 주문,DIGITAL_P기타faq문의,DIGITAL,P
$웰케비싸니$,DIGITAL_GREETINGclaim_P가격문의,DIGITAL,GREETING
상품에 오염이 있었어요,DIGITAL_P기타faq문의,DIGITAL,P
$다이슨 청소$,DIGITAL_CATE청소기_BRAND다이슨,DIGITAL,CATE
냐하하,DIGITAL_GREETINGsmile,DIGITAL,GREETING
쿠폰 종류,DIGITAL_P쿠폰문의_P기타faq문의,DIGITAL,P
취소한 내역이 완료됐나요,DIGITAL_P주문취소,DIGITAL,P
브랜드는 안 정했어요,DIGITAL_BRANDall,DIGITAL,BRAND
할인쿠폰이 사라졌어요,DIGITAL_P쿠폰요청,DIGITAL,P
주소확인가능해요,DIGITAL_P회원정보문의,DIGITAL,P
멤버쉽 사용 문의,DIGITAL_P기타faq문의,DIGITAL,P
같은 제품인데 가격이 다른건 뭐에요,DIGITAL_P가격차이,DIGITAL,P
(으앙),DIGITAL_IMOTICON(으앙),DIGITAL,IMOTICON
$good$,DIGITAL_GREETINGgood,DIGITAL,GREETING
$비싼거$,DIGITAL_PRICEl,DIGITAL,PRICE
유아동,DIGITAL_FEAT어린이용,DIGITAL,FEAT
연결 가능시간대에도 연결이 전혀 안됩니다,DIGITAL_P전화요청,DIGITAL,P
어디에서 보나요,DIGITAL_P기타faq문의,DIGITAL,P
좃밥,DIGITAL_slang,DIGITAL,slang
통돌이,"DIGITAL_CATE세탁기_SHAPE일반,FAQ_ENTRY일반세탁기",DIGITAL,CATE
여자친구는 어디,DIGITAL_CATEN여자친구_P채팅,DIGITAL,CATEN
sk할인 카드정보 어디,DIGITAL_P기타faq문의,DIGITAL,P
너를 찾고 있어,DIGITAL_P채팅,DIGITAL,P
대박이군,DIGITAL_GREETINGcheer,DIGITAL,GREETING
용도를 너가 알 필요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
샀는데  소식이없네요,DIGITAL_P배송문의,DIGITAL,P
무이자 할부,DIGITAL_P결제문의,DIGITAL,P
환불 금액 언제 들어 오나요,DIGITAL_P환불문의,DIGITAL,P
브랜드는 잘 모르겠,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
차이가 나나요,DIGITAL_P차이점,DIGITAL,P
가격대 관계없습니다,DIGITAL_PRICEall,DIGITAL,PRICE
저렴한빔,DIGITAL_CATEN빔,DIGITAL,CATEN
니아베,DIGITAL_slang,DIGITAL,slang
$짱$,DIGITAL_GREETINGgood,DIGITAL,GREETING
상품받지도 않았는데,DIGITAL_P배송문의,DIGITAL,P
아직 취소가 안 됐거든요,DIGITAL_P주문취소,DIGITAL,P
잘못 결제했어요,DIGITAL_P결제문의,DIGITAL,P
야야야,DIGITAL_bypass,DIGITAL,bypass
십8,DIGITAL_slang,DIGITAL,slang
바보같은,DIGITAL_slang,DIGITAL,slang
폰번 어케바꿔요,DIGITAL_P기타faq문의,DIGITAL,P
적립금 어떻게사용하,DIGITAL_P기타faq문의,DIGITAL,P
그정도면 괜찮습니다,DIGITAL_YESNOyes,DIGITAL,YESNO
동영상도 다운받아서 볼 수 있고,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
앨지,DIGITAL_BRANDlg전자,DIGITAL,BRAND
봇인줄알았,DIGITAL_P챗봇여부문의,DIGITAL,P
한꺼번에 주문하고싶은데,DIGITAL_P기타faq문의,DIGITAL,P
구매할려할때,DIGITAL_P구매예정,DIGITAL,P
$데스탑$,DIGITAL_CATEN컴퓨터,DIGITAL,CATEN
계좌 입력은 어디서,DIGITAL_P결제문의,DIGITAL,P
입급자 이름이 달라,DIGITAL_P결제문의,DIGITAL,P
됬다 꺼져,DIGITAL_slang,DIGITAL,slang
빠른답변 좋네요,DIGITAL_GREETINGgood,DIGITAL,GREETING
우해해햏,DIGITAL_GREETINGsmile,DIGITAL,GREETING
취소처리후 바로 사용,DIGITAL_P주문취소,DIGITAL,P
쿠폰이 없어지나요,DIGITAL_P쿠폰적용문의,DIGITAL,P
$이전$,DIGITAL_P이전메뉴이동,DIGITAL,P
캐쉬환불,DIGITAL_P환불문의,DIGITAL,P
품절을 추천하면 어떻게,DIGITAL_GREETINGclaim,DIGITAL,GREETING
잘못햇어요,DIGITAL_NEG아님,DIGITAL,NEG
11번가에서 물건안사,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$아...그럼$,DIGITAL_bypass,DIGITAL,bypass
$단후이$,DIGITAL_BRAND단후이,DIGITAL,BRAND
윈도우 안깔려,DIGITAL_FEAT운영체제미포함,DIGITAL,FEAT
색상변경도 여기서 가능,DIGITAL_P기타faq문의,DIGITAL,P
너 뭐 할 줄 알어,DIGITAL_P도움말보기,DIGITAL,P
워치,"DIGITAL_CATE애플_SUBCATwatch,FAQ_ENTRYapplewatchseries3",DIGITAL,CATE
추천해준 이유,DIGITAL_P추천기준,DIGITAL,P
재가입할 수 있나요,DIGITAL_P회원정보문의,DIGITAL,P
좁은 거실,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
엠에스아이,DIGITAL_BRANDmsi,DIGITAL,BRAND
판매자와 대화방법,DIGITAL_P판매자연락요청,DIGITAL,P
그래픽 노트북,DIGITAL_CATE노트북_FEAT그래픽작업용,DIGITAL,CATE
상품만 상담하나요,DIGITAL_P상담품목,DIGITAL,P
금액이 어떤가요,DIGITAL_P가격문의,DIGITAL,P
(컵케익),DIGITAL_IMOTICON(컵케익),DIGITAL,IMOTICON
포토샵 돌아가는,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
왜이렇게 못찾냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
교환해 주신다고,DIGITAL_P교환문의,DIGITAL,P
쿠폰 같은 건 없나,DIGITAL_P쿠폰요청,DIGITAL,P
당장 취소해주길,DIGITAL_P주문취소,DIGITAL,P
용서해주세요,DIGITAL_GREETINGapologize,DIGITAL,GREETING
5엽날개,DIGITAL_FEAT5엽날개,DIGITAL,FEAT
언제자,DIGITAL_P채팅,DIGITAL,P
최악이구,DIGITAL_GREETINGclaim,DIGITAL,GREETING
전화자체를 안받아요,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
11번가엔없어요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
개인 정보는 어떻게,DIGITAL_P회원정보문의,DIGITAL,P
웃어보라고,DIGITAL_P채팅,DIGITAL,P
미쳣구먼,DIGITAL_slang,DIGITAL,slang
$뿅$,DIGITAL_bypass,DIGITAL,bypass
제안을 해줘,DIGITAL_P추천,DIGITAL,P
차이를 정확히 알고 싶어서요,DIGITAL_P차이점,DIGITAL,P
수리비용이 얼마,DIGITAL_Pa/s문의,DIGITAL,P
설치비 산정,DIGITAL_P설치비문의,DIGITAL,P
$초딩$,DIGITAL_FEAT초등학생용,DIGITAL,FEAT
simsim,DIGITAL_P채팅,DIGITAL,P
어떤게 가장 싸지,DIGITAL_P가격문의,DIGITAL,P
쿠폰은 한번만적용,DIGITAL_P쿠폰적용문의,DIGITAL,P
11페이가입,DIGITAL_P결제문의,DIGITAL,P
목요일까지 받아야,DIGITAL_P배송일문의,DIGITAL,P
나졸려,DIGITAL_P채팅,DIGITAL,P
너무 엉터리,DIGITAL_GREETINGclaim,DIGITAL,GREETING
왜 답변이 그모양이었니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
아이디가 2개라고 나와요,DIGITAL_P회원정보문의,DIGITAL,P
$집에서$,DIGITAL_FEAT가정용_VOLUMEm,DIGITAL,FEAT
$내내$,DIGITAL_bypass,DIGITAL,bypass
굿굿,DIGITAL_GREETINGgood,DIGITAL,GREETING
약 필요,DIGITAL_CATEN약,DIGITAL,CATEN
젤 인기 많은거,DIGITAL_RECOMpopular,DIGITAL,RECOM
띠바,DIGITAL_slang,DIGITAL,slang
부모님이 쓰실,DIGITAL_FEAT부모님용,DIGITAL,FEAT
