sub_sent,class,domain,intent
정지고객이라고 나오는데,DIGITAL_P회원정보문의,DIGITAL,P
그외에 상품은여,DIGITAL_P상담품목,DIGITAL,P
$핫딜$,DIGITAL_P행사문의,DIGITAL,P
교환해 준다고,DIGITAL_P교환문의,DIGITAL,P
정가보다 비싸요,DIGITAL_P가격차이,DIGITAL,P
상품 출고안됐네요,DIGITAL_P교환문의,DIGITAL,P
크리스마스때 뭐하지,DIGITAL_P채팅,DIGITAL,P
추전 좀 부탁,DIGITAL_P추천,DIGITAL,P
환불은 진행이 안되고 있네요,DIGITAL_P환불문의,DIGITAL,P
내맘대로 할인패키지팩,DIGITAL_P쿠폰요청,DIGITAL,P
$처음왔$,DIGITAL_P도움말보기,DIGITAL,P
as부탁,DIGITAL_Pa/s문의,DIGITAL,P
배송지정보변경,MART_P배송지변경문의,MART,P
찜해둔 상품은 어디서,DIGITAL_P찜한상품,DIGITAL,P
맞는 싸이즈 없네요,DIGITAL_P사이즈문의,DIGITAL,P
$사은$,MART_P사은품문의,MART,P
데이터 문의,DIGITAL_P기타faq문의,DIGITAL,P
구입해야겠,MART_P주문,MART,P
고객센터는 아닌가요,DIGITAL_P고객센터문의,DIGITAL,P
email변경,DIGITAL_P회원정보문의,DIGITAL,P
여자친구없니,DIGITAL_P채팅,DIGITAL,P
고장이 났어요,DIGITAL_Pa/s문의,DIGITAL,P
$새상품$,DIGITAL_P새상담,DIGITAL,P
어제 주문한 것 주문,MART_P지난구매상품보기,MART,P
쿠폰은 한번만적용,DIGITAL_P쿠폰적용문의,DIGITAL,P
까부네,DIGITAL_P채팅,DIGITAL,P
전화가되면 여기서,DIGITAL_P전화요청,DIGITAL,P
추가이용료요,DIGITAL_P기타faq문의_CATEN프로젝트앤,DIGITAL,P
용량 큰가,DIGITAL_P용량문의,DIGITAL,P
$첨으로$,DIGITAL_P처음으로,DIGITAL,P
상품받지도 않았는데,DIGITAL_P배송문의,DIGITAL,P
셀러등록방법,DIGITAL_P기타faq문의,DIGITAL,P
음란,DIGITAL_P19금,DIGITAL,P
픽업 서비스 한다고  하는데,DIGITAL_P기타faq문의,DIGITAL,P
생체 인증,DIGITAL_P기타faq문의,DIGITAL,P
딴 상품 카테고리,DIGITAL_P새상담,DIGITAL,P
OK캐쉬백 락 설치,DIGITAL_P기타faq문의,DIGITAL,P
취소 조회,DIGITAL_P주문이력확인,DIGITAL,P
직접 수거하러오나요,DIGITAL_P폐가전수거,DIGITAL,P
이거 봇 아닌가요,DIGITAL_P챗봇여부문의,DIGITAL,P
$주소등록$,DIGITAL_P회원정보문의,DIGITAL,P
$딴거$,DIGITAL_P추가추천,DIGITAL,P
$심심이$,DIGITAL_P채팅,DIGITAL,P
DC,DIGITAL_P할인문의,DIGITAL,P
쿠폰이 있는데 적용방법을 모르겠네,DIGITAL_P쿠폰적용문의,DIGITAL,P
//머가좋을까요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
옵션변경문의,DIGITAL_P옵션변경문의,DIGITAL,P
쿠폰 보는법,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰이나 카드 할인도,DIGITAL_P쿠폰요청,DIGITAL,P
$빨리 보여주세요$,DIGITAL_P추천,DIGITAL,P
11패이는 어떻거해,DIGITAL_P결제문의,DIGITAL,P
재입고 날짜가 언제인가요,MART_P재입고문의,MART,P
전화 통화하고 싶,DIGITAL_P전화요청,DIGITAL,P
넘 비싸네,MART_P행사상품,MART,P
가격차이는 어찌되나요,DIGITAL_P가격문의,DIGITAL,P
행사 상품,MART_P할인행사,MART,P
$개이득$,MART_P행사상품문의,MART,P
마일리지로 배송비 쿠폰 구입했는데 적용이 안,DIGITAL_P결제문의,DIGITAL,P
사고싶,DIGITAL_P추천,DIGITAL,P
가격차이 왜 나는지,DIGITAL_P가격차이,DIGITAL,P
본인인능전환 어케해,DIGITAL_P본인인증문의,DIGITAL,P
다른 옵션으로,DIGITAL_P추가추천,DIGITAL,P
실례했습니다,DIGITAL_Papologize,DIGITAL,P
쿠폰 이벤트 오늘 종료,DIGITAL_P쿠폰적용문의,DIGITAL,P
선물 주세요,DIGITAL_P채팅,DIGITAL,P
얼마정도에 구입가능한가요,DIGITAL_P가격문의,DIGITAL,P
배송지 어떻게 바꿔,DIGITAL_P배송지변경문의,DIGITAL,P
추천 진행,DIGITAL_P추천,DIGITAL,P
//반품했는데,DIGITAL_P반품문의,DIGITAL,P
말이 많구나,DIGITAL_P채팅,DIGITAL,P
셀러존,DIGITAL_P기타faq문의,DIGITAL,P
사이트맵,DIGITAL_P기타faq문의,DIGITAL,P
지금 얼마야,DIGITAL_P가격문의,DIGITAL,P
자주사용하는 상품,MART_P자주구매상품,MART,P
상담 한거 계속할게요,DIGITAL_P대화계속,DIGITAL,P
찾는 제품이 없는디,DIGITAL_P대화종료,DIGITAL,P
차이점 뭔지,DIGITAL_P차이점,DIGITAL,P
구매한 것보다 더 싼 가격 있나,MART_P할인문의,MART,P
$쿠폰팩$,DIGITAL_P쿠폰요청,DIGITAL,P
$공짜에요$,DIGITAL_P채팅,DIGITAL,P
이거밖에 없어요,DIGITAL_P추가추천,DIGITAL,P
회수되는거죠,DIGITAL_P폐가전수거,DIGITAL,P
반품 언제까지,MART_P반품문의,MART,P
시리즈 어떨지,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
$도와줘$,DIGITAL_P도움말보기,DIGITAL,P
어떤게 가장 싸지,DIGITAL_P가격문의,DIGITAL,P
해피캐시는 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
인증을어디서받나요,DIGITAL_P본인인증문의,DIGITAL,P
넌 뭐로 만들어졌니,DIGITAL_P채팅,DIGITAL,P
구매 확정 가격이,DIGITAL_P가격문의,DIGITAL,P
쿠폰 어떡게 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
쿠폰 받고싶어요,DIGITAL_P쿠폰요청,DIGITAL,P
$무료 데이터$,DIGITAL_P기타faq문의,DIGITAL,P
배송정보,DIGITAL_P배송문의,DIGITAL,P
예상가격대 보다 상당히 높네요 변경 가능 할까요,MART_P행사상품,MART,P
$더 없어$,DIGITAL_P추가추천,DIGITAL,P
배송 안 되나,DIGITAL_P배송문의,DIGITAL,P
sk멤버십 포인트 사용하고 싶어요,DIGITAL_P결제문의,DIGITAL,P
$전자제품 말고$,DIGITAL_P상담품목,DIGITAL,P
$아니 다른것$,DIGITAL_P추가추천,DIGITAL,P
제조일자 궁금,MART_P제조일자문의,MART,P
$디지털챗봇$,"MART_P디지털챗봇호출,DIGITAL_GREETINGintro",MART,P
가전만 상담,DIGITAL_P상담품목,DIGITAL,P
제조날짜 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
주문을 외워보자,DIGITAL_P채팅,DIGITAL,P
$연락$,DIGITAL_P전화요청,DIGITAL,P
소비 전력 알려주세,DIGITAL_P에너지소비등급문의,DIGITAL,P
티나는쇼핑,DIGITAL_P기타faq문의,DIGITAL,P
놀자,DIGITAL_P채팅,DIGITAL,P
내정보 변경,DIGITAL_P기타faq문의,DIGITAL,P
뭐 여쭤보려구요,DIGITAL_P상담요청,DIGITAL,P
내가 산거,MART_P지난구매상품보기,MART,P
구매품목도 조회,DIGITAL_P주문이력확인,DIGITAL,P
사진첨부하려구요,DIGITAL_P사진올리기기능안내,DIGITAL,P
뭐살만한거없을까,DIGITAL_P추천,DIGITAL,P
가격대가 얼마나 할까요,DIGITAL_P가격문의,DIGITAL,P
배송료 착불 구매는 어떻게,DIGITAL_P결제문의,DIGITAL,P
머좀물어볼려구요,DIGITAL_P상담요청_P상담품목,DIGITAL,P
$딴상품$,DIGITAL_P추가추천,DIGITAL,P
제가 산거 다시 보여,MART_P지난구매상품보기,MART,P
프로모션 상품,MART_P이벤트 ,MART,P
특가제품,DIGITAL_P할인행사_PRICExs,DIGITAL,P
아디가 두개에요,DIGITAL_P회원정보문의 ,DIGITAL,P
욕하면어케댐,DIGITAL_P채팅,DIGITAL,P
물건은 왜 안 보내 주니,DIGITAL_P배송문의,DIGITAL,P
찾고있어요,DIGITAL_P추천,DIGITAL,P
품절 풀어주세요,MART_P재입고문의,MART,P
주문 완료 리스트 지우는거,DIGITAL_P기타faq문의,DIGITAL,P
사이즈문의,DIGITAL_P사이즈문의,DIGITAL,P
돈은 어떻게 받을수,DIGITAL_P환불문의,DIGITAL,P
$살펴볼께요$,DIGITAL_P대화종료,DIGITAL,P
상담전화 언제 이용,DIGITAL_P상담시간,DIGITAL,P
고객센터 메뉴는 어디,DIGITAL_P기타faq문의,DIGITAL,P
회원관련문의,DIGITAL_P기타faq문의,DIGITAL,P
아직 환불 안해주는 이유는,DIGITAL_P환불문의,DIGITAL,P
$이용법$,DIGITAL_P도움말보기,DIGITAL,P
쇼킹딜상품보여줘,"MART_P쇼킹딜,DIGITAL_P쇼킹딜",MART,P
평균적인 가격대가 얼마정도하나요,DIGITAL_P가격문의,DIGITAL,P
정풍인거죠,DIGITAL_P정품문의,DIGITAL,P
대하여 설명해 주세요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
$웃어$,DIGITAL_P채팅,DIGITAL,P
판매자 고객센터,DIGITAL_P판매자연락요청,DIGITAL,P
물건이 잘못 왔어요,DIGITAL_P배송문의,DIGITAL,P
머에요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
모르는게 많네,DIGITAL_P채팅,DIGITAL,P
최고가 할인,MART_P행사상품문의,MART,P
어떻게 할인 받을 수 있나요,DIGITAL_P할인문의,DIGITAL,P
폰번호가 바뀌었는데,DIGITAL_P회원정보문의,DIGITAL,P
생산일자 문의,MART_P제조일자문의,MART,P
전화 요청,DIGITAL_P전화요청,DIGITAL,P
전화 연락도 힘드는데,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
상품평 등록하면 뭐가 좋아,DIGITAL_P기타faq문의,DIGITAL,P
구매가 안됩니다,DIGITAL_P기타faq문의,DIGITAL,P
마케팅 수신거절,DIGITAL_P알림설정문의,DIGITAL,P
행사예정인거,DIGITAL_P할인행사,DIGITAL,P
취소 통보,DIGITAL_P주문취소,DIGITAL,P
다른건 안팔아,DIGITAL_P상담품목,DIGITAL,P
알람설정,DIGITAL_P알림설정문의,DIGITAL,P
나 필요한게 있어,DIGITAL_P추천,DIGITAL,P
장단점 묻잖아요,DIGITAL_P상담원연결,DIGITAL,P
넌 마트 챗봇이야,MART_P마트챗봇문의,MART,P
모바일로 살려면,DIGITAL_P결제문의,DIGITAL,P
언제쯤 올수있나 알수 있을까요,DIGITAL_P배송문의,DIGITAL,P
$난 간다$,DIGITAL_P대화종료,DIGITAL,P
$좋은 가격$,DIGITAL_P가격문의,DIGITAL,P
언제나 상담 가능해요,DIGITAL_P상담시간,DIGITAL,P
통화량이 많아서 힘들어요,DIGITAL_P전화요청,DIGITAL,P
무거운 정도인가요,DIGITAL_P무게문의_P상담원연결,DIGITAL,P
쿠폰 이런거는 적용이 안되는건가요,DIGITAL_P쿠폰적용문의,DIGITAL,P
주문했는데 주소가 잘못 됐어요,DIGITAL_P배송지변경문의,DIGITAL,P
할인쿠폰이제없나요,DIGITAL_P쿠폰요청,DIGITAL,P
졸려요,DIGITAL_P채팅,DIGITAL,P
상담원 종료하기,DIGITAL_P대화종료,DIGITAL,P
faq는 어디있어요,DIGITAL_P기타faq문의,DIGITAL,P
구매하고 싶,DIGITAL_P추천,DIGITAL,P
사양을 알 수 있을까요,DIGITAL_P사양문의,DIGITAL,P
이벤트 쿠폰을  잘못 선택,DIGITAL_P쿠폰적용문의,DIGITAL,P
반품완료보류가 뭔가요,DIGITAL_P반품문의,DIGITAL,P
환불 어떻게,DIGITAL_P환불문의,DIGITAL,P
토요일은 상담 안되나요,DIGITAL_P상담시간,DIGITAL,P
이벤트 기간 알 수 있을까요,DIGITAL_P할인행사,DIGITAL,P
내가 구매한 물건,DIGITAL_P주문이력확인,DIGITAL,P
$자동팝업$,DIGITAL_P기타faq문의,DIGITAL,P
어떻게 다른건가,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
쿠폰이 있,DIGITAL_P쿠폰요청,DIGITAL,P
만원대였었는데요,DIGITAL_P가격차이,DIGITAL,P
전체주문이 안되요,DIGITAL_P기타faq문의,DIGITAL,P
$사람$,DIGITAL_P챗봇여부문의,DIGITAL,P
저번에 삿던,MART_P지난구매상품보기,MART,P
최저가 인가요,MART_P할인문의,MART,P
$맨 위$,DIGITAL_P처음으로,DIGITAL,P
$모행$,DIGITAL_P채팅,DIGITAL,P
송장번호 좀,DIGITAL_P배송문의,DIGITAL,P
id는 모르겠어,DIGITAL_P회원정보문의,DIGITAL,P
일단 생각해보께,DIGITAL_P대화종료,DIGITAL,P
배송은 안되고,DIGITAL_P배송문의,DIGITAL,P
이용자 테이터는,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 적용 안되,DIGITAL_P쿠폰적용문의,DIGITAL,P
가격대 얼마인지,DIGITAL_P가격문의,DIGITAL,P
됐다 그만하자,DIGITAL_P대화종료,DIGITAL,P
사은품 함께 배송 부탁,MART_P사은품문의,MART,P
삼성페이로 결재,DIGITAL_P결제문의,DIGITAL,P
링크 보내주세요,DIGITAL_P링크요청,DIGITAL,P
설정에서 해제,DIGITAL_P기타faq문의,DIGITAL,P
이름바꾸기,DIGITAL_P회원정보문의,DIGITAL,P
구매 완료 눌렀,MART_P구매완료,MART,P
가격대는 차이가 있나요,DIGITAL_P가격문의,DIGITAL,P
기존에 있던 물건은 치워,DIGITAL_P폐가전수거,DIGITAL,P
안살꺼지롱,DIGITAL_P채팅,DIGITAL,P
더 싸게,MART_P행사상품,MART,P
사은품 안주셨어요,MART_P사은품문의,MART,P
캐시로 주문하는방법,DIGITAL_P기타faq문의 ,DIGITAL,P
차이 많이 날까요,DIGITAL_P차이점,DIGITAL,P
확인 부탁,DIGITAL_P확인,DIGITAL,P
고객센터로 문의줘야 알려준다고,DIGITAL_P고객센터문의,DIGITAL,P
교환할수 있도록,DIGITAL_P교환문의,DIGITAL,P
가격 넘 비사고요,MART_P행사상품,MART,P
내일 배송 가능한지,DIGITAL_P배송일문의,DIGITAL,P
핫딜 알려줘,DIGITAL_P행사문의,DIGITAL,P
착불 설정,DIGITAL_P배송문의,DIGITAL,P
나중에 올게요,DIGITAL_P대화종료,DIGITAL,P
$덥다$,DIGITAL_P채팅,DIGITAL,P
한꺼번에 주문하고싶은데,DIGITAL_P기타faq문의,DIGITAL,P
챗봇으로 상담하는건가,DIGITAL_P챗봇여부문의,DIGITAL,P
상담 다시할께요,DIGITAL_P새상담,DIGITAL,P
무통장 입금 확인,DIGITAL_P결제문의,DIGITAL,P
챗봇의 기능은,DIGITAL_P상담품목,DIGITAL,P
판매자와 연락이 안되에 문의,DIGITAL_P판매자연락요청,DIGITAL,P
전화도 안오고,DIGITAL_P전화요청,DIGITAL,P
차이 큰가요,DIGITAL_P차이점,DIGITAL,P
차이가 없는 듯한데,DIGITAL_P차이점,DIGITAL,P
쿠폰 할인 적용,DIGITAL_P쿠폰적용문의,DIGITAL,P
언제쯤 통장에 들어오,DIGITAL_P환불문의,DIGITAL,P
장바구니에 담을래,MART_P장바구니담기,MART,P
상품권으로는 구매가 불가,DIGITAL_P결제문의,DIGITAL,P
전화하는데 안받네요,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
반품했는데 환불,DIGITAL_P환불문의,DIGITAL,P
깡통로봇이냐,DIGITAL_P챗봇여부문의,DIGITAL,P
로봇트에요 사람이에요,DIGITAL_P챗봇여부문의,DIGITAL,P
쿠폰가능한$,DIGITAL_P쿠폰적용문의,DIGITAL,P
사전예약 취소,DIGITAL_P기타faq문의,DIGITAL,P
어디 브랜드인가요,DIGITAL_P브랜드문의,DIGITAL,P
$어떻게 이용$,DIGITAL_P도움말보기,DIGITAL,P
할인쿠폰은 어디서 받,DIGITAL_P쿠폰요청,DIGITAL,P
한개가 안왔어,DIGITAL_P배송문의_P상담원연결,DIGITAL,P
담당자 전환,DIGITAL_P상담원연결,DIGITAL,P
혹시 절 좋아해요,DIGITAL_P채팅,DIGITAL,P
구입한 상품을 조회,DIGITAL_P주문이력확인,DIGITAL,P
마이 비싸요,MART_P행사상품,MART,P
$갑 져렴한것$,MART_P행사상품,MART,P
오늘 피곤하다,DIGITAL_P채팅,DIGITAL,P
회원정보 관리,DIGITAL_P회원정보문의,DIGITAL,P
$주문목록$,DIGITAL_P주문이력확인,DIGITAL,P
배송이 안되어서,DIGITAL_P배송문의,DIGITAL,P
됐다 쉬라,DIGITAL_P대화종료,DIGITAL,P
매장에 가서 받고 싶은,DIGITAL_P기타faq문의,DIGITAL,P
장바구니 나와라,MART_P장바구니보기,MART,P
언제 와요,DIGITAL_P배송일문의,DIGITAL,P
할인쿠폰줘,DIGITAL_P쿠폰요청,DIGITAL,P
계좌이체 안되는 이유,DIGITAL_P결제문의,DIGITAL,P
거래명세서 확인,DIGITAL_P결제문의,DIGITAL,P
오늘주세요,DIGITAL_P배송일문의,DIGITAL,P
최대한 할인해 주세요,DIGITAL_P할인문의,DIGITAL,P
용량 어느 정도 좋,DIGITAL_P용량문의,DIGITAL,P
내맘대로 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
단골샆,DIGITAL_P기타faq문의,DIGITAL,P
전화연결도 안되고..먼가요,DIGITAL_P전화요청,DIGITAL,P
주문내역 어디서 확인하나요,DIGITAL_P주문이력확인,DIGITAL,P
모델명이 다를 수 있,DIGITAL_P제품별차이점,DIGITAL,P
다른 문의 가능한가여,DIGITAL_P상담품목,DIGITAL,P
여자친구 찾아줘,DIGITAL_P채팅,DIGITAL,P
포인트 캐시 차이점,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰이 저장이 안되네요,DIGITAL_P기타faq문의,DIGITAL,P
기계냐,DIGITAL_P챗봇여부문의,DIGITAL,P
다시 찾은고객에게 주는 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
생산일자 최신 부탁,MART_P새제품요청,MART,P
상담 안해 주셔도 되,DIGITAL_P상담요청안함,DIGITAL,P
$상품이상$,DIGITAL_P기타faq문의,DIGITAL,P
$바로 나가$,DIGITAL_P대화종료,DIGITAL,P
문화상품권으로 구매할려고,DIGITAL_P결제문의,DIGITAL,P
국민은행 등록,DIGITAL_P결제문의,DIGITAL,P
맛있는 거,MART_P추천,MART,P
$배송비는$,DIGITAL_P배송비문의,DIGITAL,P
$현금영수증$,DIGITAL_P현금영수증문의,DIGITAL,P
다른건 안되요,DIGITAL_P상담품목,DIGITAL,P
교환 되나요,DIGITAL_P교환문의,DIGITAL,P
구매한 물건 중에 잘 못 온것,DIGITAL_P배송문의,DIGITAL,P
걍 질문,DIGITAL_P상담요청,DIGITAL,P
언제 배송출발 하나요,DIGITAL_P배송문의,DIGITAL,P
롯데카드 혜택 언제,DIGITAL_P행사문의,DIGITAL,P
같은 제품을 재신청,DIGITAL_P기타faq문의,DIGITAL,P
최저가보상 신청방법,DIGITAL_P기타faq문의,DIGITAL,P
언제 도착하는지,MART_P배송문의,MART,P
지금 결재할,MART_P구매,MART,P
물어볼께 있어서 그러는데요,DIGITAL_P상담품목,DIGITAL,P
새로운 상담 하고 싶어요,DIGITAL_P새상담,DIGITAL,P
주문 취소 문의,DIGITAL_P주문취소,DIGITAL,P
차이 많나,DIGITAL_P차이점,DIGITAL,P
최근에 산게 뭐지,MART_P지난구매상품보기,MART,P
배상금 대해서,DIGITAL_P기타faq문의,DIGITAL,P
$바꿔서 해도 안되고,DIGITAL_P기타faq문의,DIGITAL,P
해지 하고 싶,DIGITAL_P기타faq문의,DIGITAL,P
본인 인증 어떻게,DIGITAL_P본인인증문의,DIGITAL,P
주문했다가 취소하고,DIGITAL_P주문취소,DIGITAL,P
$조회가 안되요$,DIGITAL_P기타faq문의,DIGITAL,P
소개해 주세요,DIGITAL_P추천,DIGITAL,P
픽업서비스,DIGITAL_P기타faq문의,DIGITAL,P
문의 언제언제 돼요,DIGITAL_P상담시간,DIGITAL,P
저렴하게 사는 방법,MART_P할인문의,MART,P
as는 상관이 없나요,DIGITAL_Pa/s문의,DIGITAL,P
농협카드 혜택 언제,DIGITAL_P행사문의,DIGITAL,P
결제할때 ok캐시백을 얼마까지 사용,DIGITAL_P결제문의,DIGITAL,P
$장바구니$,DIGITAL_P찜한상품,DIGITAL,P
여친 구함,DIGITAL_P채팅,DIGITAL,P
문의글 남기는곳,DIGITAL_P회원정보문의,DIGITAL,P
쿠폰의 사용 기간은 어떻게 확인해야 하나요,DIGITAL_P기타faq문의,DIGITAL,P
상품은 같은데 가격이 왜 다른가요,DIGITAL_P가격문의,DIGITAL,P
담에 다시 문의드릴,DIGITAL_P대화종료,DIGITAL,P
고객 센터 전화연결,DIGITAL_P전화요청,DIGITAL,P
$헛 소리$,DIGITAL_P채팅,DIGITAL,P
$쿠푼$,DIGITAL_P쿠폰요청,DIGITAL,P
$주문하기$,DIGITAL_P주문,DIGITAL,P
담당자 연결,DIGITAL_P상담원연결,DIGITAL,P
t나는 쇼핑,DIGITAL_P기타faq문의,DIGITAL,P
성별이 인정안된다 한다,DIGITAL_P기타faq문의,DIGITAL,P
집이 어디니,DIGITAL_P채팅,DIGITAL,P
전부 품절 이래요,MART_P재입고문의,MART,P
상담원과 대화,DIGITAL_P상담원연결,DIGITAL,P
구매확정,DIGITAL_P구매완료,DIGITAL,P
해지를 원합니다,DIGITAL_P기타faq문의,DIGITAL,P
$배송비$,DIGITAL_P배송비문의,DIGITAL,P
멤버쉽 카드 등록,DIGITAL_P기타faq문의,DIGITAL,P
임금 확인해나요,DIGITAL_P환불문의,DIGITAL,P
주문건 교환,DIGITAL_P교환문의,DIGITAL,P
A/S 신청도 해주시나요,DIGITAL_Pa/s문의,DIGITAL,P
제품이 안와서요,DIGITAL_P배송문의,DIGITAL,P
공짜로줘,DIGITAL_P채팅,DIGITAL,P
상품 as 가능하니,DIGITAL_Pa/s문의,DIGITAL,P
나중에 다시 문의드릴,DIGITAL_P대화종료,DIGITAL,P
배송 날짜 ,DIGITAL_P배송일문의,DIGITAL,P
선호하는 건 뭐야,DIGITAL_P선호,DIGITAL,P
언제 배송 시작,DIGITAL_P배송문의,DIGITAL,P
쿠폰 받는 방법,DIGITAL_P쿠폰요청,DIGITAL,P
번창하세요,DIGITAL_P대화종료,DIGITAL,P
쓰던 물건은 어떻게 치우는지,DIGITAL_P폐가전수거,DIGITAL,P
몇개월까지 가능한가요,DIGITAL_P결제문의,DIGITAL,P
쿠폰번호가 어디에 뜨는지,DIGITAL_P기타faq문의,DIGITAL,P
다른종류 선택,DIGITAL_P처음으로,DIGITAL,P
할인쿠폰 유효기간,DIGITAL_P쿠폰적용문의,DIGITAL,P
언제  취소  해주는건지,DIGITAL_P주문취소,DIGITAL,P
쿠폰 인증 번호 받는법,DIGITAL_P쿠폰인증번호문의,DIGITAL,P
마트상품만 상담하시는건가요,DIGITAL_P상담품목,DIGITAL,P
담당자 초대,DIGITAL_P상담원연결,DIGITAL,P
설명 보여줘,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
선물포장 해주세요,MART_P포장문의,MART,P
가능하다며 방법이 궁금,DIGITAL_P기타faq문의,DIGITAL,P
가격대는 어떻게 되나요,DIGITAL_P가격문의,DIGITAL,P
$고쳐줘$,DIGITAL_Pa/s문의,DIGITAL,P
$11pick$,DIGITAL_P배송문의,DIGITAL,P
금요일까지 올까요,DIGITAL_P배송문의,DIGITAL,P
유효기간 날짜 알려,MART_P유통기한문의,MART,P
나 힘들어,DIGITAL_P채팅,DIGITAL,P
$a/s 상담$,DIGITAL_Pa/s문의,DIGITAL,P
구동이 잘 되는건가요,DIGITAL_P사양문의,DIGITAL,P
캐쉬환불,DIGITAL_P환불문의,DIGITAL,P
어떻게 달라요,DIGITAL_P차이점,DIGITAL,P
결제 금액 얼마인가요,DIGITAL_P가격문의,DIGITAL,P
이용가이드 좀 보여줘,DIGITAL_P도움말보기,DIGITAL,P
좀더 저렴한,MART_P할인문의,MART,P
혜택가 써있는데 그건 어떻게,DIGITAL_P바로할인가,DIGITAL,P
통장으로 입금했어요,DIGITAL_P결제문의,DIGITAL,P
